RCRD-TYP,FD-CDE-2,ST-OFC-MAILG,CTY-OFC-MAILG,DST-OFC-MAILG,ST-CDE-OBLR,CTY-CDE-OBLR,ID-NBR-OBLR,LN-NBR,CR-REPT-FEE-CDE,NME-OBLR,ADVNC-MULTI-AMT,DTE-CK,APROPTN-CDE,GEOG-ST-CDE,FY,FED-RESV-ROUTE-NBR,CK-DIGIT-ROUTE-NBR,TYP-BANK-ACCT,DPSTR-ACCT-NBR,ENTY-CDE,CK-CNCLTN-CDE,FNL-ADVNC-CDE,DTE-LST-RGSTR-DTL,BLK-NBR
19,51,12,71,71,12,71,75908695,17,1,7.10076E+14,250106.62,61118,51,50,52,88411826,0,C,TAQRTPYBKQMB0NOJU,11,70,7,121822,4512
12,92,40,37,37,40,37,29463713,60,8,3.70029E+14,249740.87,112615,52,12,93,87658140,0,S,5UI6FKSM2M6Q95YV7,9,98,31,61720,2689
17,92,29,187,187,29,187,31213309,58,6,1.87003E+15,-948726.72,72116,22,33,72,85009563,3,C,NRHT6UQV5KQH87UUU,62,98,7,120817,3449
13,92,13,177,177,13,177,54805188,18,6,1.77005E+15,398054.37,82313,16,9,72,19237461,1,S,PG2UTSFIEE1G282VH,65,12,96,82221,7264
13,51,21,225,225,21,225,60295274,10,7,2.25006E+15,119693.15,20318,4,12,11,63370922,9,M,HVQREFCLAYK9EGKNE,25,27,55,102317,3887
18,72,48,403,403,48,403,31474360,76,1,4.03003E+15,83254.45,30614,18,46,31,73647805,8,C,WMI5NCEXKTR6MEIBC,74,85,34,41714,8546
15,92,36,93,93,36,93,74460913,2,3,9.30074E+14,-605890.76,90720,96,47,31,10320375,2,B,V3P27P0IGLY0TTMP9,75,25,26,70813,695
17,31,1,93,93,1,93,10645705,25,0,9.30011E+14,-61838.4,12223,49,26,72,31982038,0,M,QFCF91UBGQH4N02X7,72,12,29,110719,2242
18,31,28,95,95,28,95,44622266,65,0,9.50045E+14,2474.58,42615,33,25,72,93246713,8,M,LU1SPPMZT87D15NE9,70,59,57,41818,2342
16,31,36,41,41,36,41,46477681,56,4,4.10046E+14,97542.53,30516,37,54,11,36495693,5,S,1IZQ9W0PM12I3TQEJ,30,8,17,71422,4307
17,52,37,25,25,37,25,64257665,91,0,2.50064E+14,46260.87,11619,92,36,93,79373582,8,C,VJ4NOFSM5DVDTIIZL,23,87,24,11814,7715
10,52,46,81,81,46,81,44752413,94,5,8.10045E+14,599.82,10716,38,27,52,62136723,4,S,FIZO5NPDFDX6EQ70E,23,2,56,21522,967
15,72,28,37,37,28,37,30626040,75,1,3.70031E+14,962414.47,70119,63,50,31,95604859,4,S,ZVI6IZ8M5XMUE8VLH,80,58,50,10314,7228
17,11,5,67,67,5,67,92028793,31,7,6.70092E+14,975271.24,122120,82,48,31,27733663,0,M,V94ATA1DUR2VU4MHW,76,86,52,121915,981
19,52,19,39,39,19,39,57464759,24,9,3.90057E+14,646.11,30916,81,5,11,42397508,8,M,FJ3BJGDK1D7XLUPU5,36,96,66,40619,6454
10,93,40,113,113,40,113,48553144,93,6,1.13005E+15,846756.89,100115,26,22,93,85042850,8,C,RLDMS91FFS8KPZWI5,29,82,31,121217,9016
10,11,31,85,85,31,85,76667060,63,8,8.50077E+14,6617.88,62913,94,5,93,14184363,1,C,E6T3BF3I41FSJ3HA2,30,17,48,42216,6233
14,52,48,205,205,48,205,93782921,19,3,2.05009E+15,6164.73,111818,54,50,93,29666713,3,M,F8CDSNXOH5Q50P9C3,28,30,78,43021,8290
10,93,26,95,95,26,95,48469210,57,5,9.50048E+14,449.33,121315,67,47,11,47660112,9,B,LJT6D7GARIB6ENVCU,40,97,84,100215,3451
20,31,53,37,37,53,37,50117459,86,4,3.7005E+14,79568.8,10813,45,22,52,73903648,6,S,1ALCLB7SRWSWLNB48,39,40,31,42617,890
16,93,29,213,213,29,213,81821767,4,5,2.13008E+15,588660.8,110318,17,49,72,41185161,1,M,8ZJMN8N2S01HX9F4S,87,39,89,51520,5374
20,72,1,5,5,1,5,32566853,31,5,5.00326E+13,2329.87,62619,80,21,31,43817271,1,B,W0FDX21H85QICAP0X,93,61,7,50315,4282
17,52,17,63,63,17,63,65060128,37,8,6.30065E+14,-731401.69,81215,33,20,93,42524399,3,B,WLFHFNGW45SO2PJZI,38,47,29,93019,743
15,11,54,55,55,54,55,45020517,13,9,5.50045E+14,2751.57,102822,56,24,31,55389004,7,S,E93IOYG99SW5Z7X0C,95,47,86,61315,5102
10,72,13,157,157,13,157,86292446,85,1,1.57009E+15,15903.61,92123,75,54,11,43163032,7,S,AQQN9GOLJW85YQOL7,44,34,98,122419,9354
17,11,39,47,47,39,47,35203330,91,0,4.70035E+14,-577.19,60119,83,47,93,44480631,9,S,OBQJIMABA0SQQFPC6,41,95,41,120413,738
10,11,2,290,290,2,290,24325814,16,9,2.90002E+15,4633.56,112917,25,36,31,99423966,2,B,I6BL7RX5UX7QFO88D,91,99,59,11120,723
16,31,55,23,23,55,23,84897879,22,1,2.30085E+14,-39894.44,71122,2,2,11,23264303,6,B,73B9QZFFZIXWNSB1E,51,35,37,103119,9875
10,72,46,113,113,46,113,56964417,53,0,1.13006E+15,5899.73,12723,16,24,72,21544926,7,B,07LU4DS5QJQS7CQWG,88,98,55,31313,9181
12,31,31,71,71,31,71,31120095,40,9,7.10031E+14,8837.42,10919,38,50,72,24149325,1,S,PNE1BY965WSGIY4NN,99,21,22,21918,5582
16,72,18,169,169,18,169,42740080,30,3,1.69004E+15,-110222.38,41018,5,10,32,71578721,1,S,NDT2WNIPCXLZ7O5UN,3,46,91,12516,8510
11,11,48,45,45,48,45,43553271,89,1,4.50044E+14,-9288.16,73115,42,8,73,88655490,3,S,8KZFC23NQ5PATXY5E,0,55,63,20421,2049
15,11,27,51,51,27,51,99795539,28,5,5.101E+14,5978.36,121815,5,39,52,80253846,5,M,QH49NL9AE2NY55C7O,54,15,58,21717,4962
10,93,20,67,67,20,67,51986611,91,2,6.70052E+14,6937.85,40619,24,41,73,36862247,2,S,U5A0HVZAO2Q2ZXGGE,4,32,60,81722,3605
14,93,13,123,123,13,123,39228425,54,6,1.23004E+15,59133.51,80617,91,15,73,10164998,5,B,YWJW0NDEIJILPQE21,5,1,54,10514,8205
11,32,26,29,29,26,29,71814357,80,0,2.90072E+14,-9320.54,50214,29,30,73,95751989,8,S,7L8LPVEJ4JPIVYYEG,7,43,79,90516,4230
12,11,26,77,77,26,77,63321516,56,9,7.70063E+14,9482.9,90320,78,5,73,91878793,3,S,2CQ5WMBJNTR0U76OQ,8,23,32,10722,4143
19,93,31,105,105,31,105,98825907,52,7,1.0501E+15,1044.46,53115,42,18,93,72208692,8,B,YWFIV27Y0T9D9KWX7,56,98,79,111220,306
15,73,51,107,107,51,107,98916415,97,8,1.0701E+15,53681.16,51722,82,28,32,94498587,1,B,RJROMC6P0LZN3BCQ2,14,91,96,32614,2715
17,93,55,83,83,55,83,42539912,56,2,8.30043E+14,63971.83,90618,9,38,93,73739773,3,S,FW0S8TPC4K8HT8ZO0,60,29,89,20521,3346
18,93,21,169,169,21,169,29288811,56,9,1.69003E+15,610622.77,111117,20,39,93,21026130,8,S,2IBU1FLFOR6K1LB9N,61,69,86,111814,7234
12,32,47,9,9,47,9,80336766,18,1,9.00803E+13,534.73,72322,98,13,52,37075449,9,B,AXW5EMMIV5ZU3O4R7,66,99,44,10321,4785
14,32,9,7,7,9,7,68300833,59,1,7.00683E+13,528428.86,11815,51,27,32,84747029,3,B,GLYOU4JV1KKDHGJJE,18,41,80,21818,8049
14,11,6,23,23,6,23,50844326,41,5,2.30051E+14,555.34,22019,21,8,32,87901198,7,M,J0VM6H5IAEOTEZ04V,16,25,55,102617,1556
11,32,19,59,59,19,59,77668069,83,5,5.90078E+14,61082.41,121915,51,11,93,44584751,7,B,7IGMZRG2XOVG4MR0R,67,19,72,102019,8420
19,73,29,55,55,29,55,33898961,49,2,5.50034E+14,551453.24,71518,72,17,11,34952027,2,S,I0EPACJDVMQVGA7JT,76,55,82,70819,1285
13,11,34,29,29,34,29,41182190,36,6,2.90041E+14,-353937.13,21013,97,19,93,20583341,9,S,BT2KR2GVVU256US07,71,92,89,40121,4718
17,52,32,5,5,32,5,45644591,18,3,5.00456E+13,-54983.58,121521,4,1,11,16859843,9,M,PCAL5TZ6S2X12Y9OD,80,54,35,101719,902
20,11,28,123,123,28,123,45950464,29,4,1.23005E+15,-9644.61,31922,30,48,11,60521549,7,S,0PCGI4MDDAKE9IO5A,81,31,92,31417,9737
14,32,20,91,91,20,91,30061586,55,8,9.1003E+14,874.32,22721,6,41,93,45488816,8,C,IOZ7GS11YZ3LFKVJA,75,57,15,102117,6879
10,93,19,17,17,19,17,54197069,14,8,1.70054E+14,23931.75,92419,58,2,52,67540197,4,M,ZG799O4C2WBVJ4YB8,79,65,18,30822,8895
16,32,23,31,31,23,31,95992574,44,4,3.10096E+14,863.91,30316,44,39,52,92699576,9,M,FRX6S7PIEONKESQMZ,81,2,82,33114,2950
10,32,48,37,37,48,37,47037978,97,0,3.70047E+14,475742.53,80317,55,38,73,78220652,0,B,C8IW1VGKT62G0HWU4,29,95,42,82616,5270
10,73,35,13,13,35,13,80036945,50,7,1.3008E+14,6470.77,10814,43,6,73,68820739,1,M,DXYU5BZZQEGI5VCLL,30,59,99,72519,3753
13,93,5,89,89,5,89,58235412,34,6,8.90058E+14,85998.27,122823,46,12,32,13184113,2,B,9HABGBYCK0KGGP70G,37,59,37,21217,3896
14,73,20,179,179,20,179,78770066,7,7,1.79008E+15,8687.38,10220,19,30,11,49849548,8,C,PUUUCPA30YGZNHGFK,90,60,83,11418,9345
15,93,48,191,191,48,191,95029378,74,8,1.9101E+15,-293946.28,90821,70,17,32,47895027,8,M,AGB26UWJRJQBJPO0M,38,43,97,82122,3537
18,32,29,159,159,29,159,72428346,8,8,1.59007E+15,609.73,51022,50,5,52,82697008,4,S,FLBZTFUNPY02HSI48,89,12,18,52614,3821
20,32,28,161,161,28,161,23061772,55,4,1.61002E+15,-4635.85,21323,93,50,32,83909815,5,C,VYT78Z7V3CCCY4S0H,42,71,60,90818,3850
12,73,27,131,131,27,131,86511977,23,4,1.31009E+15,92799.89,71421,76,22,52,55872321,4,M,NP2OJRNYGL94HI8QX,91,68,83,122822,4644
13,73,13,267,267,13,267,72757549,80,8,2.67007E+15,367.5,92721,28,56,11,82583071,5,M,794YNN2S8X8CIQXN2,96,71,81,122114,6972
14,12,36,21,21,36,21,94011292,95,7,2.10094E+14,-362545.8,110815,90,56,11,92377563,5,C,AQW2MYTKXTSUCVU8I,97,39,78,52413,2755
10,73,5,79,79,5,79,24021202,49,6,7.90024E+14,-3297.84,42315,59,1,11,51173681,2,B,IOOAY3X64QQPYI4BZ,98,73,55,81221,3025
14,32,30,11,11,30,11,21913278,12,5,1.10022E+14,889.68,30316,96,53,73,28480893,4,M,CYF1SG19I4A3O3S50,43,81,47,21615,9430
15,12,48,245,245,48,245,51422774,2,8,2.45005E+15,52974.39,62615,6,4,11,28779502,9,S,RU5F2ENBW2TSE7NMA,95,72,11,101516,7050
16,32,46,47,47,46,47,21259163,95,3,4.70021E+14,-627.83,11420,92,6,73,75489227,8,M,BO3JFIGJLF5VAYWCE,41,54,8,21416,2385
19,12,48,83,83,48,83,43846241,4,4,8.30044E+14,995.36,12719,12,49,73,48219503,6,M,2S4PQWBMKI5VZ79D1,46,97,65,91116,1641
17,94,44,7,7,44,7,94390505,61,7,7.00944E+13,-483759.71,123118,95,31,93,13283109,6,M,93UI12S9H6MFG26AW,94,54,93,42215,3939
10,32,55,67,67,55,67,41045132,49,4,6.70041E+14,-8280.73,32316,22,26,52,45471082,9,S,WBWAA3Q0GSE8MUGST,98,75,82,111316,7074
10,73,35,37,37,35,37,98105595,48,6,3.70098E+14,169.6,103013,52,37,52,41305012,7,S,087D61SMQQ7TIIXYC,92,34,36,62815,1857
18,94,15,9,9,15,9,93451198,35,0,9.00935E+13,52404.6,110816,52,11,12,12485399,8,C,XTPY82IRNBWHBZ71V,6,39,56,43015,824
12,73,45,81,81,45,81,74786584,76,0,8.10075E+14,312.6,90420,20,40,73,67858214,3,C,9TECOPYLMHVBS5ID7,51,14,55,32213,7875
17,32,44,1,1,44,1,56812796,54,7,1.00568E+13,-164.67,72516,6,4,53,54264578,4,M,SPHFQFZJ03PJ6XBOC,9,78,25,32513,1700
13,94,21,65,65,21,65,63634224,3,2,6.50064E+14,6805.4,82416,80,51,12,55769692,4,M,NFLLVP22X5FIJ456E,15,36,29,71018,316
17,73,12,101,101,12,101,15547593,78,4,1.01002E+15,-227279.99,111916,47,22,12,80719310,5,B,96WLQ7FTIUZ6K00ED,16,3,4,60517,6439
15,94,5,53,53,5,53,79024110,98,8,5.30079E+14,881.1,11617,4,46,12,20104596,7,B,ZHSERXE8OFHBU1MBD,17,47,75,60522,1551
12,73,22,87,87,22,87,98629752,78,0,8.70099E+14,14156.2,22716,57,50,53,71921579,5,M,6QEVYO591LUW6NQXE,12,9,30,61020,1778
15,12,38,49,49,38,49,55765673,67,7,4.90056E+14,20686.36,41116,80,10,94,19022089,6,M,5Q31LXKFIX8XY7RVI,10,32,47,81215,5017
18,32,2,70,70,2,70,26195275,72,6,7.00026E+14,89649.53,52813,39,28,32,71819226,0,B,R5B7DGK836HM0TL8M,66,50,15,82314,3997
18,94,26,41,41,26,41,24760818,57,0,4.10025E+14,-95725.12,21917,86,29,94,26559540,6,S,PBE3JKXFF62H41I18,15,4,18,51920,3239
11,12,22,37,37,22,37,97351730,17,7,3.70097E+14,-78298.83,41015,15,44,32,47444015,8,B,ZN3OHS8O7OUJ3KGVJ,74,97,72,91814,2752
13,32,55,101,101,55,101,56994406,81,8,1.01006E+15,-104.92,72815,21,24,12,32048550,1,S,9OJTX4TBIJ9FKDU5U,30,90,99,60418,6167
13,12,1,95,95,1,95,53434588,62,3,9.50053E+14,913450.26,51818,34,28,53,96244585,2,M,1E6TZ4XXRE48U1QLZ,30,9,34,80713,7216
17,32,5,49,49,5,49,26149237,1,2,4.90026E+14,413.81,12422,69,13,32,16319191,5,S,1EYIX2GQNJJJ8YIXN,85,13,62,71519,220
13,32,47,127,127,47,127,92408928,36,1,1.27009E+15,59219.12,90320,23,2,53,97371209,0,M,2PMO0JS5YULJ8MNJ1,34,44,16,122022,8264
11,12,46,119,119,46,119,63638279,99,5,1.19006E+15,663857.4,20421,81,54,12,44614971,6,M,3JSJDMYIKJT9HVE5W,37,68,30,92817,9269
19,73,47,83,83,47,83,80794468,82,4,8.30081E+14,-6129.29,100819,54,31,94,37386092,8,M,GHN07FW0CN624UL7O,31,66,26,102615,2351
17,73,29,85,85,29,85,29636726,4,1,8.5003E+14,305.77,90315,71,40,94,37802621,7,B,YMS5QELLZCC4WBWPQ,39,88,24,11016,6739
20,94,47,65,65,47,65,36489566,40,1,6.50036E+14,1706.56,81113,86,44,73,43017788,9,M,NXQOYY5XVIVTR1MB9,92,96,90,50522,1886
10,53,1,31,31,1,31,11071233,63,9,3.10011E+14,-7406.14,70319,3,42,94,88414969,0,B,WWCHQGOX7UWR07JUR,41,33,62,122214,6425
15,53,48,371,371,48,371,32637391,97,5,3.71003E+15,-5069.39,22120,7,4,32,15997618,5,B,PIWA06KALF1JAOY7K,99,76,47,72618,7145
19,32,33,19,19,33,19,44103211,77,2,1.90044E+14,9642.59,81919,56,1,12,12875583,3,B,23KEU1DDRPZGG1YXK,52,46,78,42115,2305
15,53,40,149,149,40,149,28898613,76,6,1.49003E+15,221200.7,52217,50,16,33,54523054,4,S,CRQKQ5VKOR5933QRQ,1,71,94,91619,7500
16,12,45,51,51,45,51,47259687,10,8,5.10047E+14,16718.15,110417,41,28,12,80353594,8,S,3U0ST75IEJ9A9J797,55,3,77,33115,4566
20,12,48,197,197,48,197,27135045,32,8,1.97003E+15,46255,22819,46,46,33,81484365,1,C,N4M5HTKA0POGT9X6X,4,29,8,42120,4100
17,12,51,155,155,51,155,75468018,25,9,1.55008E+15,183.68,52420,11,10,74,83495724,0,M,EI0WHH3ZGBUIM2RJM,5,94,36,22916,4317
10,33,40,125,125,40,125,33845262,61,0,1.25003E+15,35015.76,91113,98,47,94,66089204,6,C,QH0H4YJDMNHYUL15O,54,24,61,100414,274
20,12,16,33,33,16,33,53891132,81,7,3.30054E+14,177951.92,42822,97,18,12,55937493,0,S,5C4ESX5Q5QXAACR5V,68,16,22,22018,3289
18,74,29,25,25,29,25,92159547,71,6,2.50092E+14,128.69,112816,18,38,53,90973016,3,B,9SSXSYPLLY19UME8K,65,66,32,110716,6384
12,53,8,111,111,8,111,29155874,52,7,1.11003E+15,-61608.26,80714,50,4,74,40729765,4,S,PTQSJHYKAK6EUBFUA,13,65,44,72816,137
15,94,45,53,53,45,53,79354329,97,8,5.30079E+14,-991.75,33116,36,26,33,65171166,1,M,9HAYI2T3O3SOWFQBN,18,30,84,72615,5660
18,12,37,45,45,37,45,49725296,94,7,4.5005E+14,919716.47,61023,75,13,33,44411039,4,M,8YBZPUE9RWHVVV1RI,17,35,16,90615,1181
13,53,38,97,97,38,97,52212869,5,1,9.70052E+14,31880.86,102614,1,12,94,24933172,8,C,6DBACDJS8RPN75XJ0,66,7,50,41720,9859
20,33,12,115,115,12,115,21133679,49,9,1.15002E+15,3928.8,111416,9,2,33,69605242,8,S,PCPEXOSOHWB7VPLNO,24,9,71,30516,3041
14,74,18,53,53,18,53,57517614,94,3,5.30058E+14,4672.73,111218,20,47,74,96397907,9,B,527M2C4G8BVFE4UBS,21,34,51,61617,8024
15,33,24,29,29,24,29,33238755,33,7,2.90033E+14,3890.38,41022,33,51,74,64225162,7,S,Z6LPEJX8EBBM1J84Z,22,95,65,102115,9161
18,94,40,111,111,40,111,39610056,94,9,1.11004E+15,-2598.28,121913,39,33,33,89404947,1,B,EL9PYDK79JGBVGBJO,27,65,97,50713,6341
19,53,28,119,119,28,119,34586750,77,4,1.19003E+15,-1500.78,91322,54,19,33,37609781,7,C,BDUQMXI6FBANUAIXY,28,95,35,53115,8714
13,74,55,91,91,55,91,61514230,51,4,9.10062E+14,92956.14,102023,74,42,33,68064517,9,M,9Z7I6257FNQ12HRDW,29,26,94,82417,9657
15,33,29,69,69,29,69,59140953,63,9,6.90059E+14,595.73,71517,58,40,12,68841047,0,M,OGXNPTHDCWYYL7SON,82,97,62,80919,6820
11,94,31,147,147,31,147,49471204,77,1,1.47005E+15,269401.43,10422,72,12,74,95967950,8,M,Z5ZEL2M8ATJIC4OUE,27,64,21,110417,6906
14,53,17,185,185,17,185,96555690,9,3,1.8501E+15,242363.91,112213,76,54,53,73240764,6,C,L58VCRWK0ED5W9VGN,77,54,91,100218,2341
14,12,8,11,11,8,11,72002597,51,1,1.10072E+14,92167.5,51314,78,27,74,87280049,6,S,IXWJS3OBEZQU3QMHO,25,2,62,113015,1665
20,53,48,275,275,48,275,28058075,56,8,2.75003E+15,3446.12,51417,95,27,33,44494646,4,M,XNPEMUHN5L3KSDAHK,35,43,82,10322,1789
15,94,48,491,491,48,491,22936075,41,5,4.91002E+15,909455.65,12022,90,40,53,49208153,4,B,MJ4OYLEN6RH2X8RTI,84,70,37,70916,3262
20,33,37,195,195,37,195,89791153,22,5,1.95009E+15,-2791.3,12213,66,4,12,94569346,9,M,8QDXQOOG7M336HQO7,87,64,14,41313,3924
12,94,26,121,121,26,121,32903048,41,4,1.21003E+15,872.37,43018,41,51,94,61346216,2,B,D0J4O6V9HBGPD4NOL,83,67,38,11313,6808
13,74,34,27,27,34,27,56055098,27,7,2.70056E+14,646943.27,92217,97,16,53,56112780,3,S,QEHJ97S5SOS6YVVDY,87,60,43,22019,3505
17,74,31,69,69,31,69,52795383,66,8,6.90053E+14,468545.67,60418,19,22,74,64852028,4,B,9XAOBKAMRFP6PT2WH,38,60,67,121015,8514
16,33,1,17,17,1,17,42591807,1,0,1.70043E+14,695.4,62222,49,23,94,38604596,1,C,JT74RKRD1Z632M6XR,88,79,21,92522,1395
10,94,17,145,145,17,145,51258225,13,7,1.45005E+15,-2186.11,81219,74,34,74,73623082,5,S,EYA7TGLGBB4BSOXU2,44,51,10,32521,7539
16,74,17,181,181,17,181,40776746,89,2,1.81004E+15,8144.56,100117,22,47,94,89012644,7,M,KD6B96QO1OR87EOPB,94,20,63,52821,1080
12,13,19,45,45,19,45,32767412,72,2,4.50033E+14,659596.14,73113,84,5,94,48569427,7,M,83A08T38D8P8HE986,97,51,45,72218,7789
15,74,31,159,159,31,159,24895152,81,2,1.59002E+15,106054.12,41721,21,37,95,36361083,9,B,J3LDLVOWW5314ZGUR,1,24,24,10820,8841
18,13,30,43,43,30,43,88029431,16,5,4.30088E+14,831.67,70519,36,37,33,72635005,9,M,JF7C1JLFK0TIQXIOP,57,7,91,91119,6654
11,33,39,153,153,39,153,68478694,34,3,1.53007E+15,-3043.42,91020,27,23,33,48660420,2,B,A2DUD5FC5YRMHPXQL,62,48,77,40222,9708
11,33,38,7,7,38,7,78646013,28,1,7.00786E+13,9010.7,111414,85,8,33,83459437,3,B,0Z8QFX8FBLQFH3HEK,63,25,69,121622,5139
14,54,27,47,47,27,47,73326290,72,0,4.70073E+14,701483.94,122014,13,5,74,82835171,0,S,9ZELBZQULHNBHNH6Z,61,10,25,110420,8846
13,13,46,13,13,46,13,59206083,47,1,1.30059E+14,897559.3,41217,90,12,13,79773595,1,S,CB4ULWD51WBNZGLKI,18,19,56,71915,4045
15,54,8,29,29,8,29,94667598,65,5,2.90095E+14,55402.66,52719,79,24,74,59493029,6,B,0EZV4UF6GREEEXQ0W,63,45,8,111815,4109
11,95,29,165,165,29,165,78864668,56,3,1.65008E+15,860990.39,91722,35,6,95,30284054,0,C,JCX9GRJCZOXOALQRX,12,29,8,72814,9017
11,54,18,77,77,18,77,10889306,51,1,7.70011E+14,907.24,52022,68,30,95,56166671,4,B,0DR6DJMG7RQFAGTGH,10,45,87,122920,139
10,95,6,27,27,6,27,98008756,51,4,2.70098E+14,9127.23,91919,85,55,33,26464564,4,C,1KROVRPWD7PFSUN48,68,68,84,40114,5875
16,74,55,78,78,55,78,72944448,39,1,7.80073E+14,942545.14,122614,20,26,33,32839814,9,C,TA3DOWNJUUXOO3ALP,65,97,31,41820,7012
13,74,51,13,13,51,13,23403811,77,6,1.30023E+14,5548.2,61721,52,33,54,70440800,8,M,3F5XTAO474G8R9WPL,20,91,62,11720,5759
13,13,49,29,29,49,29,71311178,31,5,2.90071E+14,-7656.36,100618,20,56,33,76229951,8,B,IG8E0I0KUIBRKIV3Y,72,79,86,110520,3831
14,54,6,71,71,6,71,76652698,54,6,7.10077E+14,-48610.25,42414,61,44,13,27511446,7,M,C6ORH46QM6VUQJWLB,24,75,71,51116,9737
13,74,21,113,113,21,113,88105983,54,8,1.13009E+15,692439.54,101213,11,51,13,96301623,0,B,YUN88X7TDU23QTZOL,27,49,58,80722,1514
13,95,42,103,103,42,103,52212060,29,1,1.03005E+15,85536.73,72414,61,28,95,17851904,9,M,FIIMJ2H03GH03XOEO,11,10,74,70218,96
13,95,28,133,133,28,133,97770918,49,3,1.3301E+15,208.27,93015,76,46,33,94243201,9,S,J36XIUTYP4GZSM5ES,80,50,96,31622,9224
17,95,17,13,13,17,13,94805940,85,6,1.30095E+14,305.5,12522,43,19,13,31368379,3,C,ID07PK6KO9Q2T19GY,36,49,61,11820,5506
15,33,30,87,87,30,87,51699802,81,3,8.70052E+14,671.58,111920,23,29,13,54169263,6,B,TYD88ZKXYHUTNLX91,37,14,91,91122,6605
10,13,29,67,67,29,67,81908437,64,0,6.70082E+14,8664.41,81321,40,11,33,51600652,9,C,TR4FWQPCLZ0A6SL08,85,4,1,103121,6064
15,74,27,61,61,27,61,59703472,72,6,6.1006E+14,-8856.49,91713,74,35,54,65039860,7,M,XMR3IIWQEU3JF1F5E,35,97,67,81914,8910
16,33,28,85,85,28,85,69166809,40,3,8.50069E+14,718577.12,81814,43,36,74,98797164,2,C,MJNJ677RGX7E0B827,84,17,96,80219,7044
20,33,1,99,99,1,99,79310189,1,0,9.90079E+14,-69530.59,60320,11,11,95,38932877,9,S,1T2O23GY470V6VQKR,29,80,53,112121,2709
15,54,31,117,117,31,117,12977886,64,9,1.17001E+15,-822.39,91515,3,25,33,62185447,8,B,Y3OFR2X94VR5I5MHW,90,65,45,92917,4575
14,54,56,45,45,56,45,54579248,64,7,4.50055E+14,7575.69,51913,7,51,54,26123848,9,S,SXSQO61SJXAWC00TP,38,47,36,120521,5560
17,13,18,19,19,18,19,16202808,13,9,1.90016E+14,-4778.12,92620,4,10,74,90596380,2,B,N6ECCLPKYF1B9S24T,88,34,60,51114,8413
12,95,29,123,123,29,123,20206089,90,8,1.23002E+15,7777.11,42614,63,45,33,92654594,8,M,EUS5OJ25I2EGKG13W,93,74,6,52515,1527
14,13,13,303,303,13,303,17392188,56,3,3.03002E+15,42735.91,32016,21,2,74,76698195,7,C,0Q3RN51G4S0JZE1PR,89,66,17,121717,3211
10,74,17,111,111,17,111,83721445,29,2,1.11008E+15,31998.85,30120,32,18,95,22116150,3,S,OBCL44T3A8EWTHSI3,38,57,69,92015,9632
19,74,47,37,37,47,37,73073303,5,1,3.70073E+14,-1957.35,33119,36,18,54,66938006,9,C,QA9ZUFT4YBJ4RN8EK,47,30,60,113020,5154
12,13,42,109,109,42,109,84937321,56,4,1.09008E+15,5366.26,21814,47,40,13,84082107,9,S,6VC8EQ5XQS801DQQU,51,87,95,102816,4413
18,13,22,117,117,22,117,59621068,96,2,1.17006E+15,953.11,112623,86,9,74,54793802,4,M,G8W4B92YKY8WO2XTN,96,42,78,72213,6874
10,54,13,3,3,13,3,48779032,8,0,3.00488E+13,608.19,72423,47,48,95,42538279,5,M,VNK2R3GB7UO6LEC2B,47,79,47,33016,1095
10,13,55,31,31,55,31,24199994,58,8,3.10024E+14,4778.41,22017,97,21,75,19686398,9,M,Y30ZVJ1KEKBJU0QHZ,0,99,4,41422,368
12,13,48,493,493,48,493,80473986,45,4,4.93008E+15,294.72,100316,30,45,75,39742434,1,B,EREHMB3O0BPKW2NRI,1,11,76,110920,499
12,34,21,239,239,21,239,66685281,60,4,2.39007E+15,38155.68,72221,21,42,95,55566953,1,C,FFYPVM3E76ZOQD4IH,50,64,68,50420,6082
20,34,38,43,43,38,43,84619318,38,4,4.30085E+14,68125.34,101613,36,5,95,41221501,7,S,ZXTAAWC4RQCZRX5IL,53,15,22,72518,2585
18,95,37,37,37,37,37,35208268,58,8,3.70035E+14,24494.68,50220,12,4,13,28394394,9,M,35M9NT3KKYKAY668A,61,53,35,30717,2081
10,95,48,57,57,48,57,31141474,98,5,5.70031E+14,712815.31,92913,6,40,75,32383428,7,B,2LHMR6GCJ5DXF2ELA,7,81,59,32819,8966
18,13,42,79,79,42,79,30587792,63,4,7.90031E+14,93648.4,21915,28,1,95,88929344,0,B,DAFSVFW92DDCV12GP,58,36,19,111213,9852
11,95,42,33,33,42,33,96105324,88,7,3.30096E+14,86717.7,52121,45,20,13,90855818,0,S,LSDUOPJ12XELHH46C,67,20,29,111416,1925
11,54,42,25,25,42,25,69161482,73,3,2.50069E+14,7624.27,92315,90,17,95,45745024,1,C,U8D651CE08NCXLNWM,60,49,61,61817,7819
16,75,37,31,31,37,31,60701378,7,2,3.10061E+14,-716.89,101021,26,23,13,58180169,9,B,TZBDDB1M0BGURWTC4,69,82,21,102619,9523
16,13,51,680,680,51,680,75202084,1,0,6.80008E+15,-1484.8,40818,68,41,54,12412849,5,B,W2LS20L5VDLEVVORV,65,20,47,70716,5759
18,95,34,7,7,34,7,17535711,25,4,7.00175E+13,59049.49,11417,31,18,34,21862627,7,S,QR752S8GN5D20XDPR,21,67,95,21417,6368
